"YEAR","MONTH","DAY","STID","ATOT","WSMX","WSMN","WSPD"
2013,3,29,TISH,10.92,20.36,3.65,10.77
2013,3,30,TISH,15.23,13.73,0.09,7.04
2013,3,31,TISH,22.36,26.84,2.39,8.83
2013,4,1,TISH,24.87,18.45,0.07,6.14
2013,4,2,TISH,2.05,25.19,4.30,13.82
2013,4,3,TISH,3.78,21.85,4.79,11.72
2013,4,4,TISH,8.99,11.73,2.51,7.23
2013,4,5,TISH,23.85,14.23,0.59,7.00
2013,4,6,TISH,22.86,24.74,3.52,13.32
2013,4,7,TISH,5.27,21.14,4.79,12.60
2013,4,8,TISH,9.70,26.02,10.95,18.03
2013,4,9,TISH,10.39,24.52,2.00,14.08
2013,4,10,TISH,5.52,25.88,6.63,14.15
2013,4,11,TISH,25.86,13.43,0.07,6.62
2013,4,12,TISH,26.22,15.22,0.07,6.21
2013,4,13,TISH,17.51,20.04,4.40,9.84
2013,4,14,TISH,25.35,23.33,3.09,12.09
2013,4,15,TISH,22.40,21.77,2.48,11.66
2013,4,16,TISH,-996.00,16.14,2.90,8.76
2013,4,17,TISH,12.45,29.26,9.76,18.14
2013,4,18,TISH,14.39,28.39,2.86,14.87
2013,4,19,TISH,27.70,17.27,3.04,7.69
2013,4,20,TISH,27.45,25.41,1.84,11.10
2013,4,21,TISH,24.72,20.38,2.06,8.89
2013,4,22,TISH,25.91,23.62,3.49,12.42
2013,4,23,TISH,4.31,18.19,3.53,12.73
2013,4,24,TISH,28.38,18.14,1.82,9.15
2013,4,25,TISH,25.78,14.02,0.60,5.46
2013,4,26,TISH,8.15,17.75,2.39,9.93
2013,4,27,TISH,19.82,17.07,2.36,8.78
2013,4,28,TISH,27.62,13.09,0.58,4.78
2013,4,29,TISH,27.36,21.09,0.71,9.63
2013,4,30,TISH,27.08,18.34,0.07,9.85
2013,5,1,TISH,20.81,13.90,2.42,8.30
2013,5,2,TISH,5.24,26.26,10.83,18.32
2013,5,3,TISH,26.58,22.37,2.87,10.95
2013,5,4,TISH,18.71,23.69,3.95,11.13
2013,5,5,TISH,14.17,13.63,2.44,7.92
2013,5,6,TISH,26.58,10.75,0.70,5.17
2013,5,7,TISH,27.60,11.11,0.93,4.82
2013,5,8,TISH,25.18,23.80,3.85,11.53
2013,5,9,TISH,5.66,15.42,0.32,7.00
2013,5,10,TISH,22.91,15.20,0.43,7.08
2013,5,11,TISH,27.02,20.67,2.54,8.03
2013,5,12,TISH,28.85,12.10,0.59,6.87
2013,5,13,TISH,28.60,21.77,0.19,10.48
2013,5,14,TISH,28.65,20.15,6.32,12.67
2013,5,15,TISH,8.03,24.90,2.40,11.44
2013,5,16,TISH,5.87,13.85,0.43,6.61
2013,5,17,TISH,10.93,10.39,3.64,6.65
2013,5,18,TISH,26.24,19.73,4.01,11.15
2013,5,19,TISH,22.48,26.15,2.90,16.51
2013,5,20,TISH,15.74,35.61,4.50,14.16
2013,5,21,TISH,2.00,29.33,0.07,7.87
2013,5,22,TISH,-996.00,9.79,0.07,4.47
2013,5,23,TISH,19.57,15.49,0.93,7.40
2013,5,24,TISH,18.59,19.30,4.46,9.21
2013,5,25,TISH,15.47,18.39,0.54,7.45
2013,5,26,TISH,17.47,19.35,2.55,11.04
2013,5,27,TISH,13.99,23.04,5.86,14.22
2013,5,28,TISH,17.67,25.70,8.57,16.10
2013,5,29,TISH,6.02,27.07,2.70,13.86
2013,5,30,TISH,12.22,21.68,1.73,12.46
2013,5,31,TISH,23.97,23.47,1.37,16.21
2013,6,1,TISH,19.48,23.94,0.56,10.83
2013,6,2,TISH,30.64,17.36,2.38,8.28
2013,6,3,TISH,26.29,10.74,2.69,6.57
2013,6,4,TISH,21.86,26.19,1.99,9.09
2013,6,5,TISH,21.61,17.87,0.94,7.66
2013,6,6,TISH,13.57,20.33,2.42,9.02
2013,6,7,TISH,29.39,13.38,0.08,5.26
2013,6,8,TISH,27.34,16.13,0.00,7.52
2013,6,9,TISH,27.79,22.95,0.00,4.48
2013,6,10,TISH,29.61,15.40,2.32,8.20
2013,6,11,TISH,28.10,17.84,2.61,10.15
2013,6,12,TISH,-996.00,18.61,2.23,10.06
2013,6,13,TISH,28.31,10.25,1.34,4.87
2013,6,14,TISH,25.81,10.64,0.00,3.49
2013,6,15,TISH,17.08,13.42,1.35,6.74
2013,6,16,TISH,25.16,22.12,0.83,6.20
2013,6,17,TISH,23.36,25.55,0.00,6.10
2013,6,18,TISH,23.95,14.41,0.36,5.96
2013,6,19,TISH,17.77,12.60,2.40,5.93
2013,6,20,TISH,27.39,16.03,3.44,8.99
2013,6,21,TISH,28.21,18.32,4.56,10.36
2013,6,22,TISH,28.41,18.39,3.25,10.27
2013,6,23,TISH,28.30,19.66,4.97,11.24
2013,6,24,TISH,27.02,17.85,4.39,11.41
2013,6,25,TISH,24.17,22.44,5.76,13.61
2013,6,26,TISH,27.73,18.66,2.50,10.55
2013,6,27,TISH,28.08,17.85,0.00,6.07
2013,6,28,TISH,28.52,16.32,0.42,6.56
2013,6,29,TISH,27.81,16.48,0.00,7.78
2013,6,30,TISH,28.45,17.45,1.60,9.30
2013,7,1,TISH,-996.00,16.62,3.46,9.23
2013,7,2,TISH,26.24,11.99,1.26,5.88
2013,7,3,TISH,26.36,9.21,1.60,3.77
2013,7,4,TISH,28.29,10.25,1.42,5.39
2013,7,5,TISH,24.73,13.31,0.26,5.32
2013,7,6,TISH,26.77,14.82,2.10,6.77
2013,7,7,TISH,24.18,11.09,2.89,5.62
2013,7,8,TISH,27.18,12.89,3.13,7.33
2013,7,9,TISH,25.37,16.22,1.07,8.63
2013,7,10,TISH,26.56,14.36,0.00,5.90
2013,7,11,TISH,25.48,22.26,0.06,4.97
2013,7,12,TISH,27.95,11.69,0.05,5.97
2013,7,13,TISH,27.21,12.51,2.20,6.35
2013,7,14,TISH,5.83,19.46,0.30,4.90
2013,7,15,TISH,8.38,13.04,0.81,6.00
2013,7,16,TISH,19.56,11.39,0.97,6.84
2013,7,17,TISH,22.30,11.33,0.00,5.77
2013,7,18,TISH,25.26,7.68,0.00,3.31
2013,7,19,TISH,26.53,18.19,0.06,4.62
2013,7,20,TISH,27.24,12.90,0.00,4.68
2013,7,21,TISH,25.54,12.95,1.68,6.95
2013,7,22,TISH,24.45,16.56,1.40,8.96
2013,7,23,TISH,25.03,15.98,0.91,7.53
2013,7,24,TISH,20.75,33.42,1.50,8.14
2013,7,25,TISH,18.73,9.23,0.00,3.76
2013,7,26,TISH,10.41,16.11,1.12,8.08
2013,7,27,TISH,22.75,13.28,1.00,6.70
2013,7,28,TISH,26.99,12.92,0.65,6.55
2013,7,29,TISH,19.34,16.42,3.97,8.66
2013,7,30,TISH,21.13,15.37,1.24,7.32
2013,7,31,TISH,25.01,11.61,0.00,5.15
2013,8,1,TISH,-996.00,10.08,2.31,6.16
2013,8,2,TISH,26.23,14.67,2.72,7.51
2013,8,3,TISH,25.52,13.20,3.39,7.49
2013,8,4,TISH,26.05,13.54,1.77,5.98
2013,8,5,TISH,25.95,15.03,0.06,6.71
2013,8,6,TISH,26.67,16.09,1.05,7.86
2013,8,7,TISH,25.72,15.12,1.97,7.23
2013,8,8,TISH,23.06,18.28,0.00,6.47
2013,8,9,TISH,21.28,17.45,0.57,6.95
2013,8,10,TISH,24.98,14.23,1.43,8.08
2013,8,11,TISH,25.72,9.94,0.62,4.12
2013,8,12,TISH,20.76,15.91,0.22,6.06
2013,8,13,TISH,18.92,13.57,0.55,6.97
2013,8,14,TISH,21.92,13.60,3.91,8.26
2013,8,15,TISH,24.10,9.63,1.40,5.06
2013,8,16,TISH,21.36,25.43,1.15,6.23
2013,8,17,TISH,24.68,11.35,0.17,5.07
2013,8,18,TISH,24.05,9.17,0.06,4.65
2013,8,19,TISH,24.70,13.79,1.18,5.51
2013,8,20,TISH,25.19,9.55,0.94,4.56
2013,8,21,TISH,25.45,12.73,0.62,5.31
2013,8,22,TISH,23.60,9.60,1.30,4.66
2013,8,23,TISH,18.76,16.53,0.30,5.11
2013,8,24,TISH,21.63,13.18,1.66,5.96
2013,8,25,TISH,23.19,12.56,2.59,5.84
2013,8,26,TISH,20.03,12.44,1.02,5.75
2013,8,27,TISH,19.85,13.44,0.10,6.39
2013,8,28,TISH,21.81,11.22,0.00,4.32
2013,8,29,TISH,22.25,10.34,0.00,3.29
2013,8,30,TISH,21.07,11.62,0.00,4.43
2013,8,31,TISH,23.13,11.44,0.00,4.32
2013,9,1,TISH,20.80,12.76,0.00,4.93
2013,9,2,TISH,20.48,13.21,0.50,6.20
2013,9,3,TISH,24.62,13.23,3.06,7.61
2013,9,4,TISH,22.19,10.64,2.13,6.61
2013,9,5,TISH,21.72,9.80,1.90,5.29
2013,9,6,TISH,21.48,9.09,0.78,4.17
2013,9,7,TISH,21.31,14.68,0.00,4.78
2013,9,8,TISH,22.33,15.30,0.00,5.59
2013,9,9,TISH,22.02,16.96,0.00,6.02
2013,9,10,TISH,22.11,16.06,0.00,6.27
2013,9,11,TISH,22.22,22.46,0.00,4.51
2013,9,12,TISH,18.04,22.30,0.42,5.19
2013,9,13,TISH,18.71,20.22,2.06,7.58
2013,9,14,TISH,19.11,13.75,3.02,7.77
2013,9,15,TISH,18.53,12.16,2.03,5.59
2013,9,16,TISH,17.52,11.48,0.00,5.77
2013,9,17,TISH,16.92,17.71,0.86,5.53
2013,9,18,TISH,-996.00,17.71,0.00,6.35
2013,9,19,TISH,16.17,20.71,0.00,7.53
2013,9,20,TISH,5.37,18.37,0.37,9.77
2013,9,21,TISH,23.89,16.21,3.61,8.63
2013,9,22,TISH,23.55,8.34,0.78,4.88
2013,9,23,TISH,22.84,14.73,0.02,6.27
2013,9,24,TISH,22.76,18.45,0.52,7.22
2013,9,25,TISH,22.42,8.09,1.26,3.93
2013,9,26,TISH,21.24,17.15,2.62,8.16
2013,9,27,TISH,18.94,19.93,3.35,10.71
2013,9,28,TISH,4.28,17.57,1.73,10.73
2013,9,29,TISH,22.40,15.96,2.67,6.52
2013,9,30,TISH,22.10,10.38,1.16,4.63
2013,10,1,TISH,19.85,15.20,1.55,7.30
2013,10,2,TISH,15.47,16.76,2.95,9.52
2013,10,3,TISH,17.14,20.89,5.02,12.05
2013,10,4,TISH,16.80,22.41,6.67,13.08
2013,10,5,TISH,6.58,19.30,0.38,8.49
2013,10,6,TISH,21.49,14.90,0.00,7.36
2013,10,7,TISH,20.89,9.86,0.02,5.60
2013,10,8,TISH,20.40,13.87,2.16,5.76
2013,10,9,TISH,19.40,13.71,1.69,6.41
2013,10,10,TISH,17.73,18.05,3.09,8.49
2013,10,11,TISH,11.75,20.18,2.70,11.03
2013,10,12,TISH,17.38,18.63,0.53,7.01
2013,10,13,TISH,4.65,10.44,2.74,6.03
2013,10,14,TISH,1.47,15.19,4.00,9.06
2013,10,15,TISH,3.19,19.06,2.20,9.88
2013,10,16,TISH,16.77,17.41,2.15,9.46
2013,10,17,TISH,18.71,10.62,0.00,3.60
2013,10,18,TISH,7.49,17.62,0.05,7.28
2013,10,19,TISH,18.77,13.31,0.00,4.36
2013,10,20,TISH,18.16,20.74,0.00,8.18
2013,10,21,TISH,5.48,16.53,3.49,7.36
2013,10,22,TISH,17.68,14.69,0.23,6.28
2013,10,23,TISH,17.43,11.24,1.40,5.97
2013,10,24,TISH,16.72,19.33,0.79,9.89
2013,10,25,TISH,16.40,12.10,2.85,7.29
2013,10,26,TISH,3.40,17.21,0.00,4.88
2013,10,27,TISH,6.04,9.45,0.00,3.65
2013,10,28,TISH,5.06,10.60,0.56,5.59
2013,10,29,TISH,3.45,18.79,6.61,10.98
2013,10,30,TISH,1.84,24.29,6.41,13.24
2013,10,31,TISH,16.25,21.63,0.90,9.99
2013,11,1,TISH,15.78,16.68,0.06,5.60
2013,11,2,TISH,16.56,19.71,0.10,8.29
2013,11,3,TISH,13.04,18.68,0.04,8.25
2013,11,4,TISH,4.49,18.30,5.81,10.77
2013,11,5,TISH,1.51,14.99,4.86,9.42
2013,11,6,TISH,14.08,20.22,3.38,11.34
2013,11,7,TISH,14.60,8.60,0.72,3.89
2013,11,8,TISH,13.10,21.18,0.00,8.15
2013,11,9,TISH,8.25,18.84,3.08,7.64
2013,11,10,TISH,9.69,9.32,0.05,3.36
2013,11,11,TISH,13.08,18.14,0.04,4.99
2013,11,12,TISH,15.35,26.84,4.44,15.40
2013,11,13,TISH,15.40,13.12,0.00,5.84
2013,11,14,TISH,9.58,14.97,0.00,6.71
2013,11,15,TISH,11.11,15.38,1.01,8.12
2013,11,16,TISH,7.52,23.51,5.10,13.76
2013,11,17,TISH,14.06,20.38,4.87,12.42
2013,11,18,TISH,12.94,19.24,3.89,9.66
2013,11,19,TISH,8.14,18.92,1.28,8.60
2013,11,20,TISH,3.42,16.86,5.97,11.12
2013,11,21,TISH,2.12,25.03,0.62,10.44
2013,11,22,TISH,1.84,-996.00,-996.00,-996.00
2013,11,23,TISH,5.26,-996.00,-996.00,-996.00
2013,11,24,TISH,2.89,-996.00,-996.00,-996.00
2013,11,25,TISH,2.09,-996.00,-996.00,-996.00
2013,11,26,TISH,12.78,27.87,6.16,13.70
2013,11,27,TISH,14.12,17.92,0.00,7.53
2013,11,28,TISH,12.83,11.11,0.00,4.78
2013,11,29,TISH,13.26,14.22,0.00,6.27
2013,11,30,TISH,11.15,18.05,0.76,9.07
2013,12,1,TISH,7.47,12.28,0.00,5.45
2013,12,2,TISH,7.02,6.48,0.14,3.38
2013,12,3,TISH,-996.00,10.16,1.92,5.47
2013,12,4,TISH,11.40,21.99,1.37,8.84
2013,12,5,TISH,2.68,23.98,9.12,16.50
2013,12,6,TISH,5.78,21.27,6.11,14.68
2013,12,7,TISH,6.40,16.55,4.06,10.58
2013,12,8,TISH,7.49,11.29,0.07,4.77
2013,12,9,TISH,8.40,17.87,3.60,9.36
2013,12,10,TISH,13.13,11.59,0.30,4.59
2013,12,11,TISH,12.12,15.41,0.06,6.94
2013,12,12,TISH,11.18,12.67,1.06,6.46
2013,12,13,TISH,1.59,16.06,4.02,8.63
2013,12,14,TISH,6.27,22.15,2.41,9.94
2013,12,15,TISH,12.37,12.39,1.23,5.76
2013,12,16,TISH,12.38,12.14,0.55,5.65
2013,12,17,TISH,12.33,14.26,0.00,5.62
2013,12,18,TISH,12.24,22.77,0.00,8.95
2013,12,19,TISH,3.38,23.38,4.00,14.12
2013,12,20,TISH,1.06,16.70,2.29,11.27
2013,12,21,TISH,1.31,-996.00,-996.00,-996.00
2013,12,22,TISH,9.40,-996.00,-996.00,-996.00
2013,12,23,TISH,11.30,13.21,2.52,7.17
2013,12,24,TISH,12.07,21.45,1.81,8.70
2013,12,25,TISH,11.62,12.15,0.15,5.90
2013,12,26,TISH,12.56,8.12,0.00,3.99
2013,12,27,TISH,11.76,9.57,0.00,3.39
2013,12,28,TISH,11.62,14.63,0.00,6.11
2013,12,29,TISH,3.33,22.95,0.92,12.03
2013,12,30,TISH,12.60,11.93,0.69,5.70
2013,12,31,TISH,12.82,15.71,0.46,6.84
